YEAR,302
QUARTER,296
MONTH,297
DAY_OF_MONTH,300
DAY_OF_WEEK,285
DISTANCE,305
DISTANCE_GROUP,289
UNIQUE_CARRIER_UA,202
UNIQUE_CARRIER_WN,1
UNIQUE_CARRIER_DL,279
UNIQUE_CARRIER_YX,1
UNIQUE_CARRIER_AA,276
UNIQUE_CARRIER_YV,197
UNIQUE_CARRIER_B6,9
UNIQUE_CARRIER_AX,119
UNIQUE_CARRIER_AS,107
UNIQUE_CARRIER_EV,255
UNIQUE_CARRIER_OO,208
UNIQUE_CARRIER_HA,68
UNIQUE_CARRIER_NK,250
UNIQUE_CARRIER_G4,1
UNIQUE_CARRIER_ZW,1
UNIQUE_CARRIER_CP,224
UNIQUE_CARRIER_F9,1
UNIQUE_CARRIER_OH,239
UNIQUE_CARRIER_QX,230
UNIQUE_CARRIER_9E,271
UNIQUE_CARRIER_MQ,216
UNIQUE_CARRIER_G7,275
UNIQUE_CARRIER_PT,240
UNIQUE_CARRIER_C5,251
UNIQUE_CARRIER_VX,23
UNIQUE_CARRIER_9K,1
UNIQUE_CARRIER_KS,22
UNIQUE_CARRIER_EM,1
ORIGIN_SFO,203
ORIGIN_MCO,1
ORIGIN_PHX,66
ORIGIN_DEN,295
ORIGIN_MSP,65
ORIGIN_JFK,123
ORIGIN_ORD,1
ORIGIN_RSW,1
ORIGIN_PWM,16
ORIGIN_DTW,54
ORIGIN_ATL,39
ORIGIN_SJC,199
ORIGIN_ELP,280
ORIGIN_DFW,1
ORIGIN_LAX,187
ORIGIN_BOS,113
ORIGIN_RIC,103
ORIGIN_FLL,244
ORIGIN_EWR,1
ORIGIN_ITO,243
ORIGIN_ROC,157
ORIGIN_SLC,267
ORIGIN_IAH,185
ORIGIN_BGR,1
ORIGIN_PIE,1
ORIGIN_TPA,210
ORIGIN_MIA,294
ORIGIN_MCI,236
ORIGIN_OAK,177
ORIGIN_ONT,178
ORIGIN_PHL,1
ORIGIN_RAP,1
ORIGIN_MEM,1
ORIGIN_SBP,1
ORIGIN_DAL,1
ORIGIN_BHM,1
ORIGIN_IND,1
ORIGIN_LGA,72
ORIGIN_OMA,258
ORIGIN_TUL,1
ORIGIN_PDX,1
ORIGIN_GRR,1
ORIGIN_BWI,281
ORIGIN_RDU,56
ORIGIN_MFE,1
ORIGIN_SEA,136
ORIGIN_BNA,172
ORIGIN_JAX,1
ORIGIN_MGM,256
ORIGIN_ABQ,1
ORIGIN_CHO,2
ORIGIN_SAV,247
ORIGIN_SGF,1
ORIGIN_PVD,1
ORIGIN_LAS,59
ORIGIN_TLH,1
ORIGIN_ALB,252
ORIGIN_SAN,58
ORIGIN_OGG,1
ORIGIN_CVG,257
ORIGIN_TYS,1
ORIGIN_DCA,282
ORIGIN_SAT,141
ORIGIN_LIH,175
ORIGIN_GJT,1
ORIGIN_PBI,155
ORIGIN_CWA,156
ORIGIN_RNO,1
ORIGIN_EUG,120
ORIGIN_MDW,1
ORIGIN_CLT,1
ORIGIN_SMF,1
ORIGIN_MSY,60
ORIGIN_GRK,238
ORIGIN_BDL,121
ORIGIN_AVL,1
ORIGIN_IAD,288
ORIGIN_DSM,1
ORIGIN_SNA,14
ORIGIN_CMH,259
ORIGIN_JNU,50
ORIGIN_ORF,6
ORIGIN_BTV,1
ORIGIN_HNL,67
ORIGIN_MYR,1
ORIGIN_HRL,1
ORIGIN_GEG,1
ORIGIN_BUR,1
ORIGIN_STL,1
ORIGIN_PIT,227
ORIGIN_CAK,170
ORIGIN_CLE,1
ORIGIN_AUS,152
ORIGIN_SBA,1
ORIGIN_SDF,1
ORIGIN_HSV,241
ORIGIN_EYW,1
ORIGIN_VPS,249
ORIGIN_OME,188
ORIGIN_JAN,306
ORIGIN_COS,212
ORIGIN_BFL,180
ORIGIN_ERI,1
ORIGIN_LGB,266
ORIGIN_ANC,1
ORIGIN_XNA,116
ORIGIN_CAE,1
ORIGIN_DAY,1
ORIGIN_FAI,1
ORIGIN_PNS,1
ORIGIN_BOI,303
ORIGIN_OKC,1
ORIGIN_MSN,194
ORIGIN_HOU,1
ORIGIN_PIA,115
ORIGIN_MRY,1
ORIGIN_CHA,166
ORIGIN_SPN,1
ORIGIN_TTN,1
ORIGIN_BIS,245
ORIGIN_GSO,183
ORIGIN_MHT,204
ORIGIN_BUF,272
ORIGIN_MSO,1
ORIGIN_MKE,235
ORIGIN_LFT,195
ORIGIN_SHV,1
ORIGIN_PIH,31
ORIGIN_HPN,1
ORIGIN_TUS,1
ORIGIN_LIT,1
ORIGIN_MAF,264
ORIGIN_IDA,1
ORIGIN_ASE,1
ORIGIN_SCK,1
ORIGIN_OAJ,1
ORIGIN_CPR,1
ORIGIN_MBS,1
ORIGIN_SYR,1
ORIGIN_ECP,1
ORIGIN_GRB,10
ORIGIN_ATW,1
ORIGIN_FAT,1
ORIGIN_RDD,15
ORIGIN_BQK,1
ORIGIN_MKG,1
ORIGIN_CID,104
ORIGIN_ICT,17
ORIGIN_ROA,1
ORIGIN_CRW,253
ORIGIN_BRO,1
ORIGIN_MFR,1
ORIGIN_RDM,1
ORIGIN_ORH,191
ORIGIN_JAC,274
ORIGIN_LAN,1
ORIGIN_LBE,1
ORIGIN_ROW,215
ORIGIN_STS,149
ORIGIN_ACT,71
ORIGIN_CIU,1
ORIGIN_PIB,37
ORIGIN_DHN,1
ORIGIN_ACV,1
ORIGIN_FAR,1
ORIGIN_ACY,11
ORIGIN_CHS,214
ORIGIN_SRQ,233
ORIGIN_SJU,1
ORIGIN_AVP,1
ORIGIN_DVL,1
ORIGIN_GNV,1
ORIGIN_BZN,1
ORIGIN_EGE,20
ORIGIN_PHF,1
ORIGIN_COU,200
ORIGIN_PGD,189
ORIGIN_CRP,1
ORIGIN_AZA,1
ORIGIN_YUM,51
ORIGIN_IPT,1
ORIGIN_GPT,1
ORIGIN_FSD,293
ORIGIN_CLL,153
ORIGIN_KOA,1
ORIGIN_TVC,1
ORIGIN_HOB,1
ORIGIN_BLI,270
ORIGIN_HVN,1
ORIGIN_MTJ,1
ORIGIN_PSC,69
ORIGIN_LEX,1
ORIGIN_FWA,1
ORIGIN_FSM,229
ORIGIN_TRI,80
ORIGIN_PSP,79
ORIGIN_AZO,1
ORIGIN_BTR,1
ORIGIN_PBG,1
ORIGIN_LRD,1
ORIGIN_LBB,57
ORIGIN_HTS,1
ORIGIN_SBN,163
ORIGIN_AMA,1
ORIGIN_MLI,75
ORIGIN_SGU,1
ORIGIN_TYR,1
ORIGIN_YKM,1
ORIGIN_CDV,125
ORIGIN_MOB,1
ORIGIN_STT,134
ORIGIN_GSP,145
ORIGIN_CMI,112
ORIGIN_RST,1
ORIGIN_LBL,1
ORIGIN_RFD,1
ORIGIN_SFB,234
ORIGIN_ISP,228
ORIGIN_DAB,291
ORIGIN_PLN,86
ORIGIN_GTF,1
ORIGIN_FNT,1
ORIGIN_ITH,1
ORIGIN_BQN,4
ORIGIN_FLO,25
ORIGIN_SAF,1
ORIGIN_BMI,167
ORIGIN_LAW,28
ORIGIN_COD,1
ORIGIN_AEX,1
ORIGIN_MDT,1
ORIGIN_GUM,91
ORIGIN_LCH,1
ORIGIN_BFF,1
ORIGIN_ILM,1
ORIGIN_EWN,1
ORIGIN_AGS,1
ORIGIN_JLN,1
ORIGIN_TOL,1
ORIGIN_MVY,1
ORIGIN_SJT,1
ORIGIN_GCC,1
ORIGIN_EVV,182
ORIGIN_MOT,1
ORIGIN_FAY,1
ORIGIN_HLN,1
ORIGIN_PSE,5
ORIGIN_MEI,30
ORIGIN_CKB,246
ORIGIN_BIL,1
ORIGIN_HYS,38
ORIGIN_RHI,131
ORIGIN_SCE,1
ORIGIN_ACK,160
ORIGIN_FCA,1
ORIGIN_GFK,133
ORIGIN_LNK,1
ORIGIN_BLV,1
ORIGIN_LWB,1
ORIGIN_LCK,273
ORIGIN_DLH,132
ORIGIN_MLB,27
ORIGIN_PGV,26
ORIGIN_GUC,88
ORIGIN_SUN,1
ORIGIN_EKO,33
ORIGIN_LSE,1
ORIGIN_STX,36
ORIGIN_PSM,1
ORIGIN_ELM,90
ORIGIN_EAT,19
ORIGIN_ABY,1
ORIGIN_ABI,42
ORIGIN_SLN,1
ORIGIN_KTN,1
ORIGIN_HIB,1
ORIGIN_VEL,99
ORIGIN_MHK,1
ORIGIN_MLU,1
ORIGIN_BTM,32
ORIGIN_PRC,100
ORIGIN_ABE,1
ORIGIN_GRI,1
ORIGIN_VLD,87
ORIGIN_SWF,1
ORIGIN_SWO,1
ORIGIN_BPT,29
ORIGIN_YAK,147
ORIGIN_CGI,122
ORIGIN_LYH,24
ORIGIN_LNY,1
ORIGIN_BGM,95
ORIGIN_BRW,159
ORIGIN_CMX,1
DEST_LIH,1
DEST_BWI,1
DEST_STL,198
DEST_DTW,171
DEST_DEN,221
DEST_IAH,222
DEST_SFO,1
DEST_EWR,1
DEST_ATL,169
DEST_SAV,1
DEST_CVG,248
DEST_ORD,1
DEST_BOS,1
DEST_LAS,1
DEST_SAN,77
DEST_LAX,225
DEST_HSV,1
DEST_CLT,1
DEST_MCO,1
DEST_LGA,1
DEST_TPA,111
DEST_MLI,108
DEST_MIA,298
DEST_JFK,1
DEST_OGG,1
DEST_DCA,1
DEST_FAT,205
DEST_RNO,150
DEST_PHL,1
DEST_MCI,190
DEST_PIT,73
DEST_CLE,286
DEST_ERI,1
DEST_BNA,168
DEST_FLL,242
DEST_ASE,117
DEST_OKC,35
DEST_OAK,1
DEST_CMX,219
DEST_SEA,1
DEST_IAD,135
DEST_DFW,1
DEST_PBI,1
DEST_RDU,263
DEST_OMA,1
DEST_FNT,128
DEST_BHM,1
DEST_COU,151
DEST_MSP,76
DEST_GSO,46
DEST_BGR,232
DEST_CMH,1
DEST_PVD,310
DEST_PHX,52
DEST_MSY,262
DEST_RSW,1
DEST_SNA,223
DEST_HNL,174
DEST_PDX,179
DEST_SJC,211
DEST_SLC,1
DEST_LEX,1
DEST_JAX,1
DEST_AUS,261
DEST_ELP,139
DEST_BUF,260
DEST_TYS,1
DEST_GRB,126
DEST_ROA,176
DEST_DAB,1
DEST_MFE,1
DEST_COS,1
DEST_SIT,1
DEST_JAN,268
DEST_SHV,1
DEST_EWN,1
DEST_GSP,1
DEST_DAL,1
DEST_HPN,154
DEST_PUW,1
DEST_BRO,1
DEST_RIC,220
DEST_ITH,217
DEST_HOU,1
DEST_SMF,1
DEST_MSO,1
DEST_MDW,140
DEST_MYR,114
DEST_PIE,283
DEST_BTR,78
DEST_TUS,1
DEST_ANC,1
DEST_BOI,55
DEST_ICT,1
DEST_GEG,1
DEST_PIA,1
DEST_JAC,309
DEST_JNU,1
DEST_CHA,237
DEST_MSN,1
DEST_SDF,1
DEST_MKE,1
DEST_IND,110
DEST_SAT,278
DEST_DSM,1
DEST_ABQ,287
DEST_BDL,277
DEST_MBS,1
DEST_ILM,1
DEST_KOA,213
DEST_SJU,231
DEST_SJT,1
DEST_CDC,1
DEST_SBP,206
DEST_LBB,1
DEST_DRO,1
DEST_EYW,1
DEST_ONT,109
DEST_GUM,161
DEST_SYR,1
DEST_XNA,1
DEST_STT,1
DEST_PWM,106
DEST_HHH,1
DEST_FAI,1
DEST_BTV,45
DEST_CWA,138
DEST_ITO,1
DEST_EUG,47
DEST_LGB,8
DEST_CAE,1
DEST_MFR,48
DEST_BQK,1
DEST_ORF,1
DEST_HRL,1
DEST_SGF,184
DEST_ROW,209
DEST_PSP,1
DEST_MAF,308
DEST_TTN,1
DEST_FAR,165
DEST_HLN,1
DEST_OAJ,1
DEST_SRQ,44
DEST_LAN,1
DEST_EVV,1
DEST_ABE,1
DEST_LSE,1
DEST_RDM,1
DEST_VPS,1
DEST_BUR,7
DEST_CID,1
DEST_MLU,254
DEST_BZN,82
DEST_MHT,173
DEST_TUL,1
DEST_MEI,1
DEST_MOB,130
DEST_LRD,1
DEST_FAY,158
DEST_CRW,1
DEST_ACY,1
DEST_DAY,307
DEST_BGM,1
DEST_CPR,301
DEST_CHO,118
DEST_ALB,12
DEST_SBN,1
DEST_JMS,18
DEST_CHS,226
DEST_BIL,1
DEST_LYH,1
DEST_GFK,64
DEST_SPI,1
DEST_LCH,304
DEST_SFB,1
DEST_SGU,207
DEST_BIS,269
DEST_ROC,1
DEST_SBA,84
DEST_CAK,142
DEST_AZA,1
DEST_AEX,1
DEST_HDN,1
DEST_AGS,105
DEST_LIT,1
DEST_BMI,21
DEST_HIB,1
DEST_BFL,181
DEST_YAK,148
DEST_ROP,162
DEST_AVL,1
DEST_GCK,1
DEST_PSC,1
DEST_STS,13
DEST_PGD,43
DEST_FSD,1
DEST_TVC,1
DEST_MDT,1
DEST_MOT,1
DEST_MEM,265
DEST_MGM,164
DEST_MRY,196
DEST_DLH,218
DEST_BFF,1
DEST_FLG,1
DEST_LWS,94
DEST_CMI,1
DEST_SAF,1
DEST_AMA,193
DEST_GCC,1
DEST_GRR,201
DEST_MLB,290
DEST_ATW,1
DEST_HTS,1
DEST_LFT,1
DEST_CRP,143
DEST_MTJ,1
DEST_GPT,1
DEST_ACV,1
DEST_PHF,1
DEST_ISP,144
DEST_LAR,93
DEST_ECP,49
DEST_RST,1
DEST_PSE,192
DEST_GUC,98
DEST_EAU,1
DEST_CLL,81
DEST_SCE,127
DEST_FSM,1
DEST_GGG,1
DEST_GRK,186
DEST_KTN,1
DEST_RAP,1
DEST_AZO,83
DEST_RDD,101
DEST_BQN,129
DEST_LNK,1
DEST_GTR,41
DEST_SLN,1
DEST_MQT,1
DEST_SWF,299
DEST_INL,1
DEST_SHD,1
DEST_PUB,1
DEST_TRI,74
DEST_FWA,292
DEST_LAW,146
DEST_ELM,3
DEST_AVP,1
DEST_SUN,1
DEST_CSG,1
DEST_PIH,284
DEST_TOL,34
DEST_ART,1
DEST_BLI,1
DEST_LCK,1
DEST_GNV,137
DEST_TLH,40
DEST_DUT,70
DEST_BRD,61
DEST_ACK,1
DEST_PGV,1
DEST_WRG,1
DEST_ABI,1
DEST_IMT,63
DEST_WYS,96
DEST_PNS,1
DEST_PLN,53
DEST_TWF,1
DEST_BTM,97
DEST_SUX,1
DEST_ABR,62
DEST_GTF,1
DEST_PBG,1
DEST_PAH,1
DEST_MMH,85
DEST_GJT,1
DEST_VEL,1
DEST_RKS,89
DEST_SPS,1
DEST_CDV,124
DEST_UIN,92
DEST_PQI,1
DEST_ACT,1
DEST_IAG,1
DEST_SBY,1
DEST_HOB,102